회사명,주소,기업규모
엠에스피정보기술(주),서울특별시 마포구 방울내로 3길 27 (망원동),중소기업
주식회사 카카오모빌리티,경기도 성남시 분당구 판교역로 152 13층 (백현동 알파돔타워),대기업
원광쏠라텍(주),경상남도 하동군 하동읍 군청로 89 1층1호1,중소기업
(주)성민전력,경상남도 하동군 적량면 공설운동장로 183-22 2호,중소기업
주식회사 상선데이터로직스,경기도 안양시 동안구 시민대로327번길 11-41 707호 (관양동 안양창조경제융합센터),중소기업
주식회사 신라전력,경상남도 진주시 금산면 월아산로 1341-8,중소기업
(주)호아소프트,서울특별시 영등포구 여의나루로 67 (여의도동 신송빌딩 14층),중소기업
주식회사 비케이비젼,인천광역시 연수구 송도과학로 32 엠1401호 (송도동 송도테크노파크아이티센터),중소기업
도원기술(주),경기도 성남시 중원구 갈마치로 215(상대원동 금강펜테리움아이티타워 에이동 401호),중소기업
(주)반도통신기술,대구광역시 수성구 화랑로34길 29-7 2층 (만촌동),중소기업
(주)티에스피지인터내셔널,충청남도 천안시 서북구 성환읍 대학로 91 15316호(남서울대학교 지식정보관),중소기업
주식회사 에프앤디파트너스,세종특별자치시 금남면 집현중앙7로 3 511호,중소기업
에이원게이트 주식회사,서울특별시 구로구 디지털로 272 4층 407호 (구로동한신아이티타워),중소기업
주식회사 아인스테크,경기도 용인시 수지구 문인로54번길 2 4층 409호 (동천동 수지하우비),중소기업
주식회사 조이펀,서울특별시 구로구 디지털로34길 55 6층 609호 (구로동 코오롱싸이언스밸리2차),중소기업
선다코리아주식회사,충청북도 음성군 삼성면 대청로 322,중소기업
(주)이피플러스,대구광역시 달서구 와룡로5길 46 4층 (본동),중소기업
원앤올 주식회사,경기도 안양시 동안구 흥안대로427번길 57-2 1513-1호 (평촌동 아이에스비즈타워),중소기업
주식회사 시스템닥터,전라남도 순천시 주암면 동주로 2396 나동 (주)시스템닥터,중소기업
(주)프릭스미디어시스템즈,경기도 평택시 추담로 84 101호 (주)프릭스미디어시스템즈 (이충동),중소기업
주식회사 바이탈스,대전광역시 유성구 테크노4로 17 C동 521호 (관평동 대덕비즈센터),중소기업
무원이엔씨 주식회사,서울특별시 은평구 증산로 327 2층 (증산동 이룸스페이스),중소기업
주식회사 코스모텍,경기도 파주시 탄현면 새오리로 471-21,중소기업
(주)이피피엔,서울특별시 강남구 학동로7길 29(논현동),중소기업
(주)에이아이링크스,서울특별시 송파구 송파대로 111 202동 A-213호 (문정동 파크하비오),중소기업
주식회사 에이치코드,서울특별시 광진구 구의로 10-1 4층 (구의동),중소기업
주식회사 코메이크,서울특별시 서초구 강남대로 311 5층 (서초동 한화생명보험빌딩),중소기업
(주)다옴솔루션,서울특별시 금천구 디지털로10길 78 641642643호(가산동가산테라타워) (가산동),중소기업
(주)윤택이엔지,서울특별시 강남구 테헤란로108길 22 3층 (대치동 서경빌딩),중소기업
(주)성우이앤씨,제주특별자치도 제주시 선반로4길 19 (화북일동),중소기업
주식회사 젠원,서울특별시 성동구 성수일로 89 506호 (성수동1가 메타모르포),중소기업
화인디앤티,부산광역시 동래구 온천천로471번가길 20 1층 (안락동),중소기업
(주)알파측량기술단,경기도 하남시 덕풍북로 40 501호 (덕풍동),중소기업
주식회사 한넷소프트,대구광역시 동구 팔공로51길 15-13 201호 (봉무동 위너스타운),중소기업
(주)동주시스템,경기도 남양주시 진건읍 진건오남로105번길 33 1층 1호,중소기업
(주)네티스시스템,인천광역시 연수구 송도미래로 30 A동 1803호 (송도동 송도스마트밸리지식산업센터),중소기업
디씨앤아이티 주식회사,서울특별시 강남구 테헤란로 423 2층 2265호(삼성동 현대타워),중소기업
하나네트워크(주),경기도 성남시 분당구 야탑로 28 지하1층 554호 (야탑동 우당프라자빌딩),중소기업
리더스알앤디연구소,경기도 의왕시 이미로 40 B동 804호 (포일동 인덕원IT밸리),중소기업
주식회사 유프로텍,경기도 성남시 분당구 황새울로200번길 36 5층 508호 (수내동 분당동부루트빌딩),중소기업
주식회사 명유,대전광역시 유성구 유성대로 875 606호 (죽동 비에스타워),중소기업
민네트워크(주),서울특별시 송파구 법원로 128 B동1517호 (문정동 문정에스케이브이원지엘메트로시티),중소기업
주식회사 영연,경기도 김포시 대곶면 율마로256번길 88,중소기업
(주)에어릭스,경상북도 포항시 남구 대송면 철강산단로66번길 10,중소기업
(주)까르떼,서울특별시 강남구 봉은사로 131 402호 (논현동),중소기업
신화테크솔루션,부산광역시 동래구 안락로 78 지하1층 (안락동),중소기업
루트박스 주식회사,서울특별시 영등포구 버드나루로12가길 2 3층 루트박스 (영등포동7가),중소기업
주식회사 에스비엠,서울특별시 강남구 테헤란로 310 14071408호(역삼동 두꺼비빌딩),중소기업
주식회사 스포라이브,서울특별시 강남구 학동로 206 2층 (논현동 동화빌딩),중소기업
주식회사 유니텍정보,서울특별시 송파구 송파대로28길 32 9층 3호 (가락동 올림피아오피스텔),중소기업
주식회사 뷰티링크파트너스(Beautylink Partners),서울특별시 강남구 학동로2길 19 2층 273호 (논현동 세일빌딩),중소기업
쿠키미디어(주),서울특별시 마포구 월드컵북로 400 7층 쿠키미디어 (상암동 문화콘텐츠센터),중소기업
(주)로보티어,서울특별시 성동구 성수이로10길 14 5층501호(성수동2가에이스하이엔드성수타워),중소기업
(주)창소프트아이앤아이,서울특별시 강남구 테헤란로103길 8-7 3층 4층 (삼성동),중소기업
주식회사 테크랩스,서울특별시 강남구 언주로 428 9층 (역삼동 아비스타 R and D센터),중소기업
(주)성완소프트,대구광역시 북구 유통단지로7길 21 4층 (산격동),중소기업
패셔놀로지 협동조합,서울특별시 종로구 대학로2길 47 4층 (효제동),중소기업
(주)링크옵틱스,광주광역시 북구 첨단벤처로16번길 3 (대촌동),중소기업
(주)아이코어이앤씨,서울특별시 서초구 바우뫼로37길 30 6층 (양재동),중소기업
주식회사 세상을바꾸는시간15분,서울특별시 양천구 목동서로 159-1 7층 세바시 (목동),중소기업
주식회사 소프트앤데이타,대전 서구 신갈마로 258 (갈마동2층),중소기업
(주)부경에스아이,부산광역시 동래구 온천장로 104 4층 (온천동),중소기업
디엔에프시스템즈 주식회사,서울특별시 강남구 영동대로 602 6층 D116호 (삼성동 미켈란 107)(삼성동),중소기업
주식회사 드림시스얼,서울특별시 서초구 바우뫼로 147 3층 (양재동 스카이뷰빌딩),중소기업
주식회사 웨더코리아,부산광역시 북구 금곡대로104번길 4 (덕천동 범양하이츠빌라 302호),중소기업
(주)이씨스,인천광역시 연수구 갯벌로 55 (주)이씨스 (송도동),중소기업
중앙티디아이 (주),전라남도 영광군 홍농읍 신석리 64 101,중소기업
태건(주),광주광역시 북구 하백로6번길 15-1 (매곡동),중소기업
주식회사 이시스템,경기도 고양시 일산동구 하늘마을로 158 씨동 601호 (중산동 대방 트리프라온 타워),중소기업
(주) 삼우리정보통신,서울특별시 영등포구 신길로 233 2층 (영등포동 창신빌딩),중소기업
(주)비엑스엠,서울특별시 금천구 가산디지털1로 1917층 1703호 (가산동 대륭테크노타운18차),중소기업
이에스피 주식회사,경기도 안양시 동안구 시민대로365번길 40 씨동 31013209호 (관양동 동일테크노타운),중소기업
(주)아르고테크놀리지,서울특별시 금천구 가산디지털2로 123 4층 415호(가산동월드메르디앙2차),중소기업
주식회사 인라스,서울특별시 영등포구 당산로41길 11 더블유동 15층 10호(당산동4가 당산 SK V1 center),중소기업
태양정보통신주식회사,충청남도 홍성군 홍북읍 충남대로 50 605호(아르페온2차),중소기업
(주)비엔지센터,서울특별시 용산구 청파로 113-12 비동 214호 (한강로2가 전자타운),중소기업
캣벨컴퍼니 주식회사,서울특별시 성동구 뚝섬로1나길 5 702호 (성수동1가),중소기업
(주)브릭스컴퍼니,인천광역시 연수구 송도미래로 30 E동 303-3호 (송도동 송도 BRC 스마트밸리 지식산업센터),중소기업
지인정보통신(주),서울특별시 광진구 천호대로116길 7 1층 101호 (능동),중소기업
(주)나고소프트 (Nagosoft Inc. ),서울특별시 서초구 강남대로39길 26-7 1층 (서초동),중소기업
(주)장원전력,경기도 용인시 처인구 포곡읍 선장2로 6,중소기업
라프미디어 주식회사,경기도 양평군 서종면 황순원로 482-50,중소기업
(주)시도우,서울특별시 성동구 연무장5가길 25 16층 1610호(성수동2가 성수역에스케이브이원타워),중소기업
주식회사 보리소프트,경기도 수원시 영통구 법조로 25 A동 3712호 (하동광교 SK VIEW Lake),중소기업
(주)코즈믹이엔지,경상남도 창원시 성산구 중앙대로 85 518호(중앙동 리제스타워),중소기업
(주)이스텍,서울 구로구 디지털로 272 1011 (구로동 한신아이티타워),중소기업
(주)와이파이브,대전광역시 유성구 대학로 82 7층 701호 (궁동 인산빌딩),중소기업
웨더뉴스(주),서울특별시 마포구 상암산로 76(상암동 와이티엔뉴스퀘어 10층),중소기업
양재아이티(주),서울특별시 금천구 가산디지털2로 123 월드메르디앙2차 313호 (가산동),중소기업
(주)세온이엠에스,서울특별시 관악구 신림로48가길 19 1층 101호 (신림동),중소기업
(주)에스엠티코리아,경기도 화성시 동탄면 동탄산단2길 7-3 1층,중소기업
(주) 이에스아이티 (ESIT Co.ltd.),울산광역시 남구 왕생로172번길 7 2층 (삼산동),중소기업
주식회사 제이티텔레콤,경기도 부천시 석천로 293 부천체육관 사무실A (중동),중소기업
주식회사오토마타,서울특별시 관악구 청림3길 10 101동 1407호 (봉천동 서희스타힐스),중소기업
소나기,서울특별시 마포구 모래내로3길 11 941호(성산동상암미르웰한올림),중소기업
주식회사 포인정보기술,충청남도 서산시 석남2로 18-3 101호 (석남동),중소기업
주식회사 넥스코어테크놀러지,서울특별시 송파구 법원로9길 26 el-1207호 1208호 1209호 (문정동 에이치비지니스파크),중소기업
(주)경원시스템,전라남도 목포시 백년대로280번길 35 2층 (상동),중소기업
(주)고도케이디엔,서울특별시 용산구 원효로19길 68 201호 (원효로3가),중소기업
주식회사 제이제이,경기도 부천시 경인로 39 5층 (송내동),중소기업
(주)스핀어웹,서울특별시 영등포구 선유로13길 25 에이스하이테크시티2 1404호 (문래동6가),중소기업
(주)에이치디아이미디어,경상북도 포항시 북구 장량로18번길 27 1층 (장성동),중소기업
(주)코놀,서울특별시 서대문구 연세로 50 131A호 (신촌동 공학원),중소기업
